7.801599999999999646e-01,8.486840000000000828e+01
7.657500000000000417e-01,8.774940000000000850e+01
7.504899999999999904e-01,9.002400000000000091e+01
7.346099999999999852e-01,9.230620000000000402e+01
7.182100000000000151e-01,9.427360000000000184e+01
7.010499999999999510e-01,9.365520000000000778e+01
6.830000000000000515e-01,9.137640000000000384e+01
6.640899999999999581e-01,9.680080000000000950e+01
6.443999999999999728e-01,1.367856000000000165e+02
6.239200000000000301e-01,2.336899999999999977e+02
6.029299999999999660e-01,3.912498000000000502e+02
5.815000000000000169e-01,5.725000000000000000e+02
5.597100000000000408e-01,7.349639999999999418e+02
5.379300000000000193e-01,8.106000000000000227e+02
5.165300000000000447e-01,7.452019999999999982e+02
4.957099999999999840e-01,5.810173999999999523e+02
4.756900000000000017e-01,3.839733200000000579e+02
4.566899999999999848e-01,2.013841199999999674e+02
4.389600000000000168e-01,7.623091999999999757e+01
4.226099999999999857e-01,3.806931999999999761e+01
4.078999999999999848e-01,4.028052000000000277e+01
3.947899999999999743e-01,5.291680000000000916e+01
3.833300000000000041e-01,6.252860000000000440e+01
3.740999999999999881e-01,6.730880000000000507e+01
3.671499999999999764e-01,6.961840000000000828e+01
3.622299999999999964e-01,7.116580000000000439e+01
3.591599999999999793e-01,7.250499999999999545e+01
3.578500000000000014e-01,7.430219999999999914e+01
3.580400000000000249e-01,7.570000000000000284e+01
3.597400000000000042e-01,7.739440000000000452e+01
3.624800000000000244e-01,8.029279999999999973e+01
3.662799999999999945e-01,8.265819999999999368e+01
3.708899999999999975e-01,8.387680000000000291e+01
3.756499999999999839e-01,8.602840000000001908e+01
3.806200000000000139e-01,8.873439999999999372e+01
3.859500000000000153e-01,9.077740000000001430e+01
3.919300000000000006e-01,9.385460000000000491e+01
3.980699999999999794e-01,9.813820000000001187e+01
4.031600000000000183e-01,1.017438000000000073e+02
4.067000000000000060e-01,1.049054000000000144e+02
4.084300000000000153e-01,1.085020000000000095e+02
4.086000000000000187e-01,1.119780000000000086e+02
4.079200000000000048e-01,1.151520000000000010e+02
4.062100000000000155e-01,1.190700000000000074e+02
4.036399999999999988e-01,1.235440000000000111e+02
4.001899999999999902e-01,1.283520000000000039e+02
3.958300000000000152e-01,1.340020000000000095e+02
3.908499999999999752e-01,1.406420000000000243e+02
3.855600000000000138e-01,1.480720000000000027e+02
3.799399999999999999e-01,1.565420000000000016e+02
3.738699999999999801e-01,1.663460000000000036e+02
3.674000000000000044e-01,1.784139999999999873e+02
3.605700000000000016e-01,1.923460000000000036e+02
3.535400000000000209e-01,2.081740000000000066e+02
3.462899999999999867e-01,2.263040000000000305e+02
3.388399999999999745e-01,2.466220000000000425e+02
3.312399999999999789e-01,2.676740000000000350e+02
3.235799999999999788e-01,2.891340000000000146e+02
3.159299999999999886e-01,3.104039999999999964e+02
3.083699999999999775e-01,3.303520000000000323e+02
3.008899999999999908e-01,3.480899999999999750e+02
2.933899999999999841e-01,3.631680000000000064e+02
2.858299999999999730e-01,3.749840000000000373e+02
2.781500000000000083e-01,3.835540000000000305e+02
2.706399999999999917e-01,3.869660000000000082e+02
2.632499999999999840e-01,3.840900000000000318e+02
2.559199999999999808e-01,3.737280000000000086e+02
2.485900000000000054e-01,3.549139999999999873e+02
2.412700000000000122e-01,3.271320000000000050e+02
2.339400000000000091e-01,2.929860000000000468e+02
2.265999999999999959e-01,2.550600000000000023e+02
2.192699999999999927e-01,2.163060000000000116e+02
2.119499999999999995e-01,1.789680000000000177e+02
2.046699999999999908e-01,1.459072000000000173e+02
1.975899999999999879e-01,1.193862000000000165e+02
1.906299999999999939e-01,9.768880000000000052e+01
1.836899999999999922e-01,8.057720000000000482e+01
1.769399999999999862e-01,6.917860000000001719e+01
1.702700000000000047e-01,6.173980000000000246e+01
1.635999999999999954e-01,5.555180000000000007e+01
1.569099999999999939e-01,5.227980000000000160e+01
1.502499999999999947e-01,5.176880000000000592e+01
1.436699999999999922e-01,5.207620000000000005e+01
1.372099999999999986e-01,5.330480000000000018e+01
1.308300000000000018e-01,5.611659999999999826e+01
1.245799999999999963e-01,5.881439999999999912e+01
1.184599999999999959e-01,6.070980000000000132e+01
1.125799999999999995e-01,6.339360000000000639e+01
1.069200000000000012e-01,6.597660000000000480e+01
1.014899999999999969e-01,6.776919999999999789e+01
9.626600000000000434e-02,6.993640000000000612e+01
9.124500000000000666e-02,5.719360000000000355e+01
8.642800000000000482e-02,4.330100000000000193e+01
